samp1,samp2,num_sites_where_both_havedata,N_both_het,N_hom_het,N_hom_alt_hom_ref,N_hom_hom_ref,N_hom_hom_alt,pairwise_pi,pairwise_geno
2015NkSHi2201b,2015KdMH2204,1424,32,61,22,1308,1,66.5,52.5
2015NkSHi2201b,2015APRMd09,1369,29,69,157,1111,3,158.5,191.5
2015NkSHi2201b,2015KobHi01,1268,34,71,132,1029,2,146.1666667,167.5
2015NkSHi2201b,2015SSMH22,1733,38,99,173,1421,2,190.1666667,222.5
2015NkSHi2201b,2012HBMd02,1391,30,77,83,1201,0,113.8333333,121.5
2015NkSHi2201b,2015NkSMH1203,1241,35,47,4,1145,10,49.5,27.5
2015NkSHi2201b,2015-NkS-MH-20-5,1233,25,56,3,1138,11,46.66666667,31
2015NkSHi2201b,2015APKHi23,857,23,49,102,681,2,107.8333333,126.5
2015NkSHi2201b,2015NkSML1301b,1358,45,44,21,1247,1,66,43
2015NkSHi2201b,2015NkSML3001b,1369,41,47,21,1259,1,64.83333333,44.5
2015NkSHi2201b,2015SSLo02,1323,35,64,127,1095,2,140,159
2015NkSHi2201b,2015SSHi13,1386,24,74,130,1154,4,139.6666667,167
2015NkSHi2201b,2015SPMd03,1401,33,82,149,1134,3,162.3333333,190
2015NkSHi2201b,2015APKHi08,854,14,57,103,678,2,106.5,131.5
2015NkSHi2201b,2012HBMd01,1385,36,67,80,1202,0,110.8333333,113.5
2015NkSHi2201b,2015SSLo09,1341,32,61,127,1119,2,136.5,157.5
2015NkSHi2201b,2015SSHi19,1393,27,77,132,1153,4,144.5,170.5
2015NkSHi2201b,2015PhoMH21,1078,22,51,106,897,2,110.8333333,131.5
2015NkSHi2201b,2015PhoMH20,1075,20,43,102,908,2,102.8333333,123.5
2015NkSHi2201b,2015NkSLo3802b,1218,25,46,20,1124,3,53,43
2015NkSHi2201b,2015SPMd23,1415,31,75,152,1154,3,159.5,189.5
2015NkSHi2201b,2015SPHi17,1407,33,71,151,1149,3,158.1666667,186.5
2015NkSHi2201b,2012HBLo01,1140,12,56,67,1005,0,80.66666667,95
2015NkSHi2201b,2012HBLo02,1149,16,71,67,995,0,90.83333333,102.5
2015NkSHi2201b,2015KobHi14,1277,33,72,138,1032,2,150,174
2015NkSHi2201b,2015SSML06,1580,23,108,170,1273,6,182.6666667,224
2015NkSLo4001,2015SPHi04,1307,31,49,146,1081,0,142.5,170.5
2015NkSLo4001,2015SPLo16,1274,35,49,162,1027,1,155.8333333,186.5
2015NkSLo4001,2015SPLo15,1267,37,57,158,1015,0,158.5,186.5
2015NkSLo4001,2015NkSMH0302,1132,33,17,38,1043,1,55.83333333,46.5
2015NkSLo4001,2015KdMH1104,1460,28,68,10,1348,6,59.33333333,44
2015NkSLo4001,2015NkSML2703b,1523,39,50,35,1389,10,74.33333333,60
2015NkSLo4001,2015APRMd20,1233,29,39,148,1015,2,137.5,167.5
2015NkSLo4001,2015SSML06,1369,26,71,145,1126,1,149.5,180.5
2015NkSLo4001,2015KdMH2204,1469,33,36,4,1390,6,42.66666667,22
2015NkSLo4001,2015APRMd09,1226,26,54,154,991,1,147,181
2015NkSLo4001,2015KobHi01,1238,31,53,134,1020,0,136.5,160.5
2015NkSLo4001,2015SSMH22,1622,39,82,167,1331,3,178.3333333,208
2015NkSLo4001,2012HBMd02,1312,27,58,79,1141,7,99.66666667,108
2015NkSLo4001,2015NkSMH1203,1132,28,30,35,1037,2,57,50
2015NkSLo4001,2015-NkS-MH-20-5,1132,30,24,38,1039,1,57.33333333,50
2015NkSLo4001,2015APKHi23,780,17,24,105,633,1,93.33333333,117
2015NkSLo4001,2015NkSML1301b,1509,38,53,17,1392,9,63.16666667,43.5
2015NkSLo4001,2015NkSML3001b,1524,33,52,23,1407,9,63.33333333,49
2015NkSLo4001,2015SSHi13,1279,28,47,126,1077,1,126.1666667,149.5
2015NkSLo4001,2015SPMd03,1271,32,45,146,1048,0,141.1666667,168.5
2015NkSLo4001,2015APKHi08,777,9,41,106,621,0,97.16666667,126.5
2015NkSLo4001,2012HBMd01,1299,37,49,61,1146,6,89.83333333,85.5
2015NkSLo4001,2015SSLo09,1298,29,47,139,1082,1,135.5,162.5
2015NkSLo4001,2015SSHi19,1284,34,51,126,1073,0,132.1666667,151.5
2015NkSLo4001,2015PhoMH21,1108,23,50,117,917,1,118.3333333,142
2015NkSLo4001,2015PhoMH20,1098,28,42,126,901,1,123.6666667,147
2015NkSLo4001,2015SPMd23,1278,27,52,149,1050,0,143.3333333,175
2015NkSLo4001,2015SPHi17,1312,31,64,146,1071,0,150,178
2015NkSLo4001,2012HBLo01,1508,22,102,101,1276,7,133,152
2015NkSLo4001,2012HBLo02,1547,26,96,106,1312,7,136,154
2015NkSLo4001,2015KobHi14,1246,30,48,132,1035,1,132,156
2015NkSLo4001,2015SSLo02,1284,25,57,138,1062,2,137.1666667,166.5
2014NkSHi0505,2015NkNMH1801b,1326,34,43,9,1212,28,50.16666667,30.5
2014NkSHi0505,2015NkSHi2201b,1283,25,56,8,1183,11,50,36
2014NkSHi0505,2015APRMd20,1251,23,63,149,1011,5,146.1666667,180.5
2014NkSHi0505,2015SPMd03,1287,35,54,151,1042,5,151,178
2014NkSHi0505,2015NkSLo4001,1145,27,34,39,1045,0,61,56
2014NkSHi0505,2015NkSHi0705c,1270,22,38,1,1184,25,34.33333333,20
2014NkSHi0505,2015KdHi0703,1275,30,40,43,1162,0,68.66666667,63
2014NkSHi0505,2015SPHi04,1371,38,72,149,1107,5,160.6666667,185
2014NkSHi0505,2015NkNML0902b,1292,20,34,2,1207,29,31.66666667,19
2014NkSHi0505,2015KdLo1501b,1339,40,50,41,1208,0,79,66
2014NkSHi0505,2015SPLo16,1423,43,67,148,1159,6,160.8333333,181.5
2014NkSHi0505,2015KdML0905,1246,34,44,41,1126,1,72,63
2014NkSHi0505,2015NkSMH0302,1185,30,27,3,1094,31,35.5,16.5
2014NkSHi0505,2015KdMH1104,1345,26,53,40,1225,1,70.5,66.5
2014NkSHi0505,2014NkSML2901,1277,30,39,44,1164,0,68.83333333,63.5
2014NkSHi0505,2015NkNMH0202,1313,38,39,3,1203,30,46.83333333,22.5
2014NkSHi0505,2015NkSLo3702,1131,27,45,39,1019,1,66.5,61.5
2014NkSHi0505,2015KdML0801,1243,30,41,41,1131,0,67.83333333,61.5
2014NkSHi0505,2015KdHi0302b,1269,27,33,41,1168,0,61.83333333,57.5
2014NkSHi0505,2014NkSMH2901,1367,35,54,10,1242,26,57,37
2014NkSHi0505,2015PhoMH21,1012,20,45,127,816,4,120.5,149.5
2014NkSHi0505,2015NkNLo2805,1209,40,33,61,1070,5,83.83333333,77.5
2014NkSHi0505,2015NkNLo2103b,1206,39,39,61,1062,5,86.16666667,80.5
2014NkSHi0505,2015NkSHi1502,1281,26,36,5,1188,26,38.66666667,23
2014NkSHi0505,2015NkNMH1001,1325,38,35,6,1216,30,46.83333333,23.5
2014NkSHi0505,2015SSML06,1480,38,71,148,1219,4,159.5,183.5
2014NkSHi0505,2015SSLo09,1207,22,55,139,988,3,134.8333333,166.5
2014NkSHi0505,2015NkNLo0302,1205,36,40,61,1063,5,84.66666667,81
2014NkSHi0505,2015KobHi01,1177,27,53,131,962,4,131.8333333,157.5
2014NkSHi0505,2015NkNHi1205,1361,28,34,8,1262,29,41,25
2014NkSHi0505,2014NkSMH1801,1365,43,41,5,1250,26,52.5,25.5
2014NkSHi0505,2015NkSML2703b,1339,29,51,40,1219,0,71.5,65.5
2014NkSHi0505,2015SSMH22,1601,47,73,169,1309,3,180.5,205.5
2014NkSHi0505,2012HBMd02,1272,21,61,93,1097,0,106.5,123.5
2014NkSHi0505,2015NkNHi0904,1357,29,29,11,1257,31,41.16666667,25.5
2014NkSHi0505,2015NkSMH1203,1185,31,28,2,1093,31,36,16
2014NkSHi0505,2015KdLo2702c,1345,32,61,42,1210,0,79.83333333,72.5
2014NkSHi0505,2015-NkS-MH-20-5,1177,24,32,3,1087,31,34,19
2014NkSHi0505,2015KdLo2004d,1343,39,48,43,1213,0,78.66666667,67
2014NkSHi0505,2015APKHi23,808,18,35,105,646,4,99.5,122.5
2014NkSHi0505,2015NkSML1301b,1334,29,42,50,1213,0,73.66666667,71
2014NkSHi0505,2014NkSML2605TGCGA,1273,32,36,49,1156,0,72,67
2014NkSHi0505,2015NkNML2105,1303,27,35,5,1207,29,38.83333333,22.5
2014NkSHi0505,2015SPHi17,1383,34,72,156,1116,5,162.6666667,192
2014NkSHi0505,2014NkSLo1001c,1202,26,34,43,1098,1,63,60
2014NkSHi0505,2015NkSML3001b,1342,27,45,42,1228,0,68.5,64.5
2014NkSHi0505,2015SSLo02,1192,24,52,140,973,3,135.3333333,166
2014NkSHi0505,2014NkSLo2604,1202,23,41,46,1092,0,66.5,66.5
2014NkSHi0505,2014NkSML2605,1270,34,37,41,1158,0,68.5,59.5
2014NkSHi0505,2014NkSLo1702,1202,26,36,47,1093,0,66.66666667,65
2014NkSHi0505,2015APKHi08,807,11,45,104,643,4,99.16666667,126.5
2014NkSHi0505,2012HBMd01,1259,33,43,85,1098,0,100.1666667,106.5
2014NkSHi0505,2015KdMH2204,1349,33,31,39,1245,1,63.5,54.5
2014NkSHi0505,2015SSHi19,1375,37,59,136,1139,4,144.8333333,165.5
2014NkSHi0505,2015KdML2905,1247,30,46,41,1130,0,70.33333333,64
2014NkSHi0505,2015PhoMH20,1009,25,28,123,829,4,112.6666667,137
2014NkSHi0505,2015SSHi13,1369,30,53,132,1150,4,134.5,158.5
2014NkSHi0505,2015NkSLo3802b,1145,24,33,42,1045,1,60.5,58.5
2014NkSHi0505,2015SPMd23,1300,35,54,149,1057,5,149.6666667,176
2014NkSHi0505,2015NkNML1402,1302,28,27,3,1215,29,34.16666667,16.5
2014NkSHi0505,2015SPLo15,1413,43,60,152,1154,4,160,182
2014NkSHi0505,2012HBLo01,1123,12,27,69,1015,0,67.5,82.5
2014NkSHi0505,2012HBLo02,1127,12,50,69,996,0,79,94
2014NkSHi0505,2015NkNHi2403,1362,34,42,8,1248,30,49,29
2014NkSHi0505,2015KobHi14,1182,25,51,132,970,4,130.1666667,157.5
2014NkSHi0505,2015APRMd09,1243,24,56,150,1008,5,144,178
2014NkSHi0505,2015KdHi0905,1276,29,47,44,1156,0,72.16666667,67.5
2014NkSHi0505,2014NkSMH0104,1359,36,49,6,1241,27,52.5,30.5
2014NkSHi0505,2014NkSHi2201,2053,63,103,23,1821,43,108.8333333,74.5
2014NkSHi0505,2015KdMH07A04,1754,55,72,90,1526,11,132.6666667,126
2015KdHi0703,2015NkNMH1801b,1345,38,32,39,1235,1,67.33333333,55
2015KdHi0703,2015NkSHi2201b,1377,41,56,29,1251,0,74.66666667,57
2015KdHi0703,2015SPLo15,1511,44,69,184,1213,1,186.5,218.5
2015KdHi0703,2015NkSLo4001,1274,36,23,3,1204,8,37.5,14.5
2015KdHi0703,2015NkSHi0705c,1362,33,46,31,1252,0,65.66666667,54
2015KdHi0703,2015SPHi04,1418,37,52,162,1166,1,158.6666667,188
2015KdHi0703,2015NkNML0902b,1361,31,38,41,1250,1,67,60
2015KdHi0703,2015KdLo1501b,1445,51,37,3,1344,10,54.5,21.5
2015KdHi0703,2015SPLo16,1521,40,79,179,1222,1,185.5,218.5
2015KdHi0703,2015KdML0905,1269,46,41,11,1161,10,58.5,31.5
2015KdHi0703,2015NkSMH0302,1240,32,34,47,1126,1,69.66666667,64
2015KdHi0703,2015KdMH1104,1436,40,56,9,1324,7,60.66666667,37
2015KdHi0703,2015KdML0801,1264,44,38,5,1169,8,51.66666667,24
2015KdHi0703,2015NkNMH0202,1334,42,27,40,1225,0,68.16666667,53.5
2015KdHi0703,2015NkSLo3702,1262,33,32,4,1186,7,40.66666667,20
2015KdHi0703,2015APRMd20,1347,31,56,157,1101,2,153.3333333,185
2015KdHi0703,2015PhoMH21,1090,21,48,115,904,2,114.6666667,139
2015KdHi0703,2015NkNLo2805,1285,40,34,59,1151,1,83,76
2015KdHi0703,2015NkNLo2103b,1285,36,47,62,1139,1,88.83333333,85.5
2015KdHi0703,2015NkSHi1502,1369,39,58,36,1236,0,79,65
2015KdHi0703,2015NkNMH1001,1343,33,36,41,1232,1,67.33333333,59
2015KdHi0703,2015SSML06,1600,20,79,182,1318,1,174.1666667,221.5
2015KdHi0703,2015SSLo09,1343,32,41,148,1121,1,140.5,168.5
2015KdHi0703,2015NkNLo0302,1278,43,38,57,1139,1,85.66666667,76
2015KdHi0703,2015KobHi01,1230,30,45,143,1011,1,137.8333333,165.5
2015KdHi0703,2015NkNHi1205,1403,25,31,42,1305,0,60.16666667,57.5
2015KdHi0703,2015NkSML2703b,1406,47,28,11,1311,9,52.66666667,25
2015KdHi0703,2015SSMH22,1673,54,66,181,1371,1,189.6666667,214
2015KdHi0703,2012HBMd02,1401,41,46,71,1232,11,97.66666667,94
2015KdHi0703,2015NkNHi0904,1400,24,35,41,1300,0,60.83333333,58.5
2015KdHi0703,2015NkSMH1203,1243,29,40,44,1130,0,68.66666667,64
2015KdHi0703,2015KdLo2702c,1445,40,49,3,1343,10,53.16666667,27.5
2015KdHi0703,2015-NkS-MH-20-5,1234,29,36,43,1125,1,66,61
2015KdHi0703,2015KdLo2004d,1445,49,40,4,1341,11,55.33333333,24
2015KdHi0703,2015APKHi23,797,22,36,95,643,1,96,113
2015KdHi0703,2015NkSML1301b,1397,43,26,16,1303,9,52.33333333,29
2015KdHi0703,2015NkNML2105,1372,35,41,44,1251,1,73.16666667,64.5
2015KdHi0703,2015SPHi17,1423,38,54,161,1169,1,159.6666667,188
2015KdHi0703,2015NkSML3001b,1408,41,28,7,1323,9,46,21
2015KdHi0703,2015SSLo02,1325,31,53,137,1103,1,138.5,163.5
2015KdHi0703,2015SPMd03,1421,36,55,164,1165,1,160.8333333,191.5
2015KdHi0703,2015APKHi08,797,12,58,97,629,1,101.6666667,126
2015KdHi0703,2012HBMd01,1396,47,49,63,1226,11,97.83333333,87.5
2015KdHi0703,2015KdMH2204,1442,42,30,8,1355,7,48.33333333,23
2015KdHi0703,2015SSHi19,1366,31,56,148,1130,1,147.3333333,176
2015KdHi0703,2015KdML2905,1269,42,40,6,1172,9,52,26
2015KdHi0703,2015PhoMH20,1085,28,32,116,907,2,112,132
2015KdHi0703,2015SSHi13,1357,23,61,148,1124,1,144.5,178.5
2015KdHi0703,2015NkSLo3802b,1274,33,24,12,1197,8,42,24
2015KdHi0703,2015SPMd23,1433,37,56,165,1172,3,162.6666667,193
2015KdHi0703,2015NkNML1402,1369,46,27,42,1253,1,72.16666667,55.5
2015KdHi0703,2012HBLo01,1184,19,34,55,1069,7,66.33333333,72
2015KdHi0703,2012HBLo02,1186,26,38,57,1058,7,74.33333333,76
2015KdHi0703,2015NkNHi2403,1403,25,42,41,1295,0,65,62
2015KdHi0703,2015KobHi14,1235,32,44,142,1015,2,138,164
2015KdHi0703,2015APRMd09,1341,30,53,160,1096,2,153.1666667,186.5
2015KdHi0703,2015KdHi0905,2237,68,121,21,2005,22,119.8333333,81.5
2015KdHi0703,2015KdMH07A04,1862,52,65,93,1648,4,129.1666667,125.5
2015NkNML0902b,2015NkNMH1801b,1506,32,27,6,1413,28,38.83333333,19.5
2015NkNML0902b,2015NkSHi2201b,1368,27,48,10,1273,10,48.66666667,34
2015NkNML0902b,2015NkSLo4001,1328,24,38,39,1227,0,61,58
2015NkNML0902b,2015NkSHi0705c,1355,28,34,3,1267,23,37.66666667,20
2015NkNML0902b,2015SPHi04,1358,26,54,175,1098,5,161,202
2015NkNML0902b,2015SPLo16,1449,35,68,177,1165,4,175.3333333,211
2015NkNML0902b,2015SPLo15,1438,38,59,175,1162,4,171.5,204.5
2015NkNML0902b,2015NkSMH0302,1278,28,36,6,1179,29,40.66666667,24
2015NkNML0902b,2015NkSMH1203,1278,24,44,5,1177,28,41.33333333,27
2015NkNML0902b,2015NkSML2703b,1368,30,37,40,1261,0,65.16666667,58.5
2015NkNML0902b,2015NkSLo3702,1317,27,42,38,1210,0,64.33333333,59
2015NkNML0902b,2015APRMd20,1370,22,45,163,1135,5,145.8333333,185.5
2015NkNML0902b,2015NkNLo2805,1356,21,49,69,1213,4,84.5,93.5
2015NkNML0902b,2015NkNLo2103b,1356,23,53,64,1212,4,84.5,90.5
2015NkNML0902b,2015NkSHi1502,1362,25,42,8,1264,23,43,29
2015NkNML0902b,2015NkNMH1001,1506,29,35,13,1399,30,45.5,30.5
2015NkNML0902b,2015SSML06,1583,25,85,181,1286,6,179.8333333,223.5
2015NkNML0902b,2015SSLo09,1347,22,50,156,1116,3,143.6666667,181
2015NkNML0902b,2015NkNLo0302,1355,25,51,70,1205,4,88.83333333,95.5
2015NkNML0902b,2015KobHi01,1270,22,56,149,1039,4,142,177
2015NkNML0902b,2015NkNMH0202,1506,35,26,4,1411,30,39,17
2015NkNML0902b,2015SSMH22,1705,37,81,187,1397,3,189.8333333,227.5
2015NkNML0902b,2012HBMd02,1340,21,43,102,1174,0,103.5,123.5
2015NkNML0902b,2015KdMH1104,1448,22,59,37,1330,0,68.83333333,66.5
2015NkNML0902b,2015APRMd09,1361,25,49,170,1112,5,154.5,194.5
2015NkNML0902b,2015-NkS-MH-20-5,1270,29,36,5,1171,29,40.66666667,23
2015NkNML0902b,2015APKHi23,798,14,26,104,650,4,91.66666667,117
2015NkNML0902b,2015NkSML1301b,1364,28,31,39,1266,0,60.16666667,54.5
2015NkNML0902b,2015NkNML2105,2328,65,126,59,2032,46,145.6666667,122
2015NkNML0902b,2015SPHi17,1362,30,49,180,1098,5,164.5,204.5
2015NkNML0902b,2015NkSML3001b,1369,26,35,41,1267,0,62.16666667,58.5
2015NkNML0902b,2015SSHi13,1380,26,45,145,1160,4,136.5,167.5
2015NkNML0902b,2015SPMd03,1375,24,62,173,1110,6,162.3333333,204
2015NkNML0902b,2015APKHi08,796,8,40,106,638,4,96,126
2015NkNML0902b,2012HBMd01,1335,26,49,86,1173,1,99.16666667,110.5
2015NkNML0902b,2015KdMH2204,1454,29,32,37,1356,0,60,53
2015NkNML0902b,2015SSHi19,1384,27,52,142,1159,4,138.6666667,168
2015NkNML0902b,2015PhoMH21,1117,23,39,126,925,4,118.8333333,145.5
2015NkNML0902b,2015PhoMH20,1111,19,52,130,906,4,125.3333333,156
2015NkNML0902b,2015NkSLo3802b,1328,25,32,50,1221,0,66,66
2015NkNML0902b,2015SPMd23,1380,24,59,177,1114,6,163.5,206.5
2015NkNML0902b,2015NkNML1402,2328,65,132,58,2027,46,148,124
2015NkNML0902b,2012HBLo01,1264,17,43,88,1116,0,91.5,109.5
2015NkNML0902b,2012HBLo02,1270,19,59,85,1107,0,98.83333333,114.5
2015NkNML0902b,2015KobHi14,1274,21,44,147,1058,4,134,169
2015NkNML0902b,2015SSLo02,1333,18,59,153,1100,3,143.5,182.5
2015SPLo16,2015SPMd23,1853,51,124,121,1435,122,176.6666667,183
2015SPLo16,2015SPHi17,1893,67,106,114,1492,114,173.6666667,167
2015SPLo16,2012HBLo01,1343,19,64,149,1086,25,144,181
2015SPLo16,2015SPHi04,1874,70,90,105,1496,113,161.6666667,150
2015SPLo16,2012HBLo02,1355,25,79,150,1076,25,156.1666667,189.5
2015SPLo16,2015SPMd03,1853,52,100,111,1470,120,158.6666667,161
2015SPLo16,2012HBMd01,1633,47,108,192,1260,26,213.3333333,246
2015SPLo16,2012HBMd02,1663,35,107,200,1292,29,210.1666667,253.5
2015SPLo15,2015SPMd23,1825,60,109,113,1425,118,169.8333333,167.5
2015SPLo15,2015SPHi17,1874,70,94,113,1477,120,169,160
2015SPLo15,2012HBLo01,1337,24,46,151,1090,26,139.6666667,174
2015SPLo15,2015SPHi04,1856,61,102,109,1470,114,164.3333333,160
2015SPLo15,2012HBLo02,1347,27,67,154,1073,26,154.1666667,187.5
2015SPLo15,2015SPLo16,3432,180,328,76,2602,246,334.6666667,240
2015SPLo15,2015SPMd03,1825,60,87,109,1450,119,156.1666667,152.5
2015SPLo15,2012HBMd01,1619,50,102,198,1242,27,216.3333333,249
2015SPLo15,2012HBMd02,1639,37,103,211,1261,27,216.8333333,262.5
2015NkNMH0202,2015NkNMH1801b,3000,77,147,204,2512,60,260.8333333,277.5
2015NkNMH0202,2015NkSHi2201b,1389,32,57,2,1286,12,51.16666667,30.5
2015NkNMH0202,2015NkSLo4001,1566,34,52,60,1411,9,88.66666667,86
2015NkNMH0202,2015NkSHi0705c,1379,26,50,0,1278,25,42.33333333,25
2015NkNMH0202,2015SPHi04,1450,48,58,159,1180,5,167,188
2015NkNMH0202,2015SPLo16,1545,61,56,158,1265,5,174,186
2015NkNMH0202,2015SPLo15,1545,59,56,163,1262,5,176,191
2015NkNMH0202,2015NkSMH0302,1207,27,29,1,1120,30,33.16666667,15.5
2015NkNMH0202,2015KdMH1104,1403,30,63,39,1268,3,77.5,70.5
2015NkNMH0202,2015NkSML2703b,1536,40,42,63,1386,5,89.66666667,84
2015NkNMH0202,2015NkSLo3702,1531,35,69,68,1355,4,103.1666667,102.5
2015NkNMH0202,2015APRMd20,1398,29,55,155,1152,7,150.1666667,182.5
2015NkNMH0202,2015NkNLo2805,1675,42,36,153,1435,9,148,171
2015NkNMH0202,2015NkNLo2103b,1675,43,47,154,1426,5,154.8333333,177.5
2015NkNMH0202,2015NkSHi1502,1388,34,44,2,1282,26,46,24
2015NkNMH0202,2015NkNMH1001,3000,71,130,184,2543,72,235,249
2015NkNMH0202,2015SSML06,1639,37,88,171,1338,5,182.6666667,215
2015NkNMH0202,2015SSLo09,1442,44,54,148,1190,6,155,175
2015NkNMH0202,2015NkNLo0302,1675,48,32,158,1431,6,153.3333333,174
2015NkNMH0202,2015KobHi01,1250,30,48,139,1028,5,136.6666667,163
2015NkNMH0202,2015SSMH22,1842,64,73,185,1514,6,202.5,221.5
2015NkNMH0202,2012HBMd02,1356,31,51,108,1166,0,118.1666667,133.5
2015NkNMH0202,2015NkSMH1203,1208,31,28,3,1117,29,36.66666667,17
2015NkNMH0202,2015APRMd09,1386,32,57,161,1130,6,157.1666667,189.5
2015NkNMH0202,2015-NkS-MH-20-5,1202,28,28,1,1115,30,33.33333333,15
2015NkNMH0202,2015APKHi23,807,20,36,100,647,4,98,118
2015NkNMH0202,2015NkSML1301b,1511,40,40,55,1376,0,83.33333333,75
2015NkNMH0202,2015SPHi17,1459,50,65,167,1172,5,177.1666667,199.5
2015NkNMH0202,2015NkSML3001b,1538,36,47,54,1396,5,83.5,77.5
2015NkNMH0202,2015SSHi13,1468,29,56,143,1235,5,142.6666667,171
2015NkNMH0202,2015SPMd03,1407,40,59,159,1144,5,162.1666667,188.5
2015NkNMH0202,2015APKHi08,807,9,48,99,647,4,96,123
2015NkNMH0202,2012HBMd01,1340,39,44,87,1170,0,106,109
2015NkNMH0202,2015KdMH2204,1419,38,27,37,1313,4,63.5,50.5
2015NkNMH0202,2015SSHi19,1474,43,55,142,1230,4,150.8333333,169.5
2015NkNMH0202,2015PhoMH21,1135,24,49,126,929,7,124.5,150.5
2015NkNMH0202,2015PhoMH20,1127,28,47,134,911,7,131.5,157.5
2015NkNMH0202,2015NkSLo3802b,1562,31,59,82,1386,4,104.8333333,111.5
2015NkNMH0202,2015SPMd23,1419,44,47,159,1164,5,158.8333333,182.5
2015NkNMH0202,2012HBLo01,1501,21,65,133,1275,7,135.1666667,165.5
2015NkNMH0202,2012HBLo02,1533,23,84,131,1287,8,144.6666667,173
2015NkNMH0202,2015KobHi14,1257,33,35,135,1049,5,129.5,152.5
2015NkNMH0202,2015SSLo02,1421,33,71,156,1157,4,161.5,191.5
2015KdHi0302b,2015NkNMH1801b,1337,27,38,40,1231,1,63.66666667,59
2015KdHi0302b,2015NkSHi2201b,1367,36,53,27,1251,0,68.5,53.5
2015KdHi0302b,2015SPLo15,1501,38,66,183,1213,1,180.3333333,216
2015KdHi0302b,2015NkSLo4001,1270,30,28,2,1201,9,35.33333333,16
2015KdHi0302b,2015NkSHi0705c,1355,28,43,32,1252,0,61.5,53.5
2015KdHi0302b,2015KdHi0703,2196,56,106,9,2004,21,96.33333333,62
2015KdHi0302b,2015SPHi04,1410,31,51,165,1162,1,156.1666667,190.5
2015KdHi0302b,2015NkNML0902b,1356,25,41,40,1249,1,63.83333333,60.5
2015KdHi0302b,2015KdLo1501b,1435,44,36,1,1343,11,48,19
2015KdHi0302b,2015SPLo16,1511,37,70,179,1224,1,179,214
2015KdHi0302b,2015KdML0905,1256,40,42,10,1154,10,54.33333333,31
2015KdHi0302b,2015NkSMH0302,1228,21,38,45,1123,1,63,64
2015KdHi0302b,2015KdMH1104,1429,33,56,11,1321,8,57.33333333,39
2015KdHi0302b,2015KdML0801,1252,38,39,3,1163,9,46.83333333,22.5
2015KdHi0302b,2015NkNMH0202,1327,32,31,41,1223,0,64.16666667,56.5
2015KdHi0302b,2015NkSLo3702,1258,23,45,3,1179,8,39.83333333,25.5
2015KdHi0302b,2015APRMd20,1337,25,60,157,1093,2,151.3333333,187
2015KdHi0302b,2015PhoMH21,1084,21,43,115,903,2,112.1666667,136.5
2015KdHi0302b,2015NkNLo2805,1279,31,39,61,1147,1,80.83333333,80.5
2015KdHi0302b,2015NkNLo2103b,1279,34,38,64,1142,1,84.33333333,83
2015KdHi0302b,2015NkSHi1502,1362,38,47,36,1241,0,72.83333333,59.5
2015KdHi0302b,2015NkNMH1001,1335,25,36,42,1231,1,62.66666667,60
2015KdHi0302b,2015SSML06,1584,22,61,177,1323,1,163.1666667,207.5
2015KdHi0302b,2015SSLo09,1332,25,51,149,1106,1,141.5,174.5
2015KdHi0302b,2015NkNLo0302,1272,35,41,58,1137,1,82.5,78.5
2015KdHi0302b,2015KobHi01,1224,27,44,145,1007,1,136.6666667,167
2015KdHi0302b,2015NkNHi1205,1393,22,32,44,1295,0,60,60
2015KdHi0302b,2015NkSML2703b,1397,42,35,6,1304,10,49.5,23.5
2015KdHi0302b,2015SSMH22,1649,36,83,179,1350,1,184.8333333,220.5
2015KdHi0302b,2012HBMd02,1393,26,60,71,1225,11,94.66666667,101
2015KdHi0302b,2015NkNHi0904,1390,27,24,41,1298,0,57.33333333,53
2015KdHi0302b,2015NkSMH1203,1231,22,36,45,1128,0,62.66666667,63
2015KdHi0302b,2015KdLo2702c,1435,38,38,3,1345,11,46.33333333,22
2015KdHi0302b,2015-NkS-MH-20-5,1226,25,26,42,1132,1,57.66666667,55
2015KdHi0302b,2015KdLo2004d,1435,44,35,2,1343,11,48.16666667,19.5
2015KdHi0302b,2015APKHi23,795,19,32,95,648,1,92,111
2015KdHi0302b,2015NkSML1301b,1389,42,25,12,1300,10,48.5,24.5
2015KdHi0302b,2015NkNML2105,1367,30,42,43,1251,1,69.66666667,64
2015KdHi0302b,2015SPHi17,1415,31,55,164,1164,1,157.5,191.5
2015KdHi0302b,2015NkSML3001b,1398,38,31,3,1316,10,42.83333333,18.5
2015KdHi0302b,2015SSLo02,1318,31,49,138,1099,1,137.1666667,162.5
2015KdHi0302b,2015SPMd03,1412,32,53,165,1161,1,157.8333333,191.5
2015KdHi0302b,2015APKHi08,795,10,52,100,632,1,99.33333333,126
2015KdHi0302b,2012HBMd01,1389,39,49,61,1226,14,91.16666667,85.5
2015KdHi0302b,2015KdMH2204,1434,37,26,8,1355,8,43,21
2015KdHi0302b,2015SSHi19,1351,31,45,146,1128,1,140.5,168.5
2015KdHi0302b,2015KdML2905,1256,36,41,5,1164,10,47.83333333,25.5
2015KdHi0302b,2015PhoMH20,1080,22,39,117,900,2,112.1666667,136.5
2015KdHi0302b,2015SSHi13,1343,27,42,147,1126,1,137,168
2015KdHi0302b,2015NkSLo3802b,1270,24,35,10,1192,9,40.16666667,27.5
2015KdHi0302b,2015SPMd23,1421,31,58,165,1166,1,159.6666667,194
